,ev_city,ev_country,ev_state,latitude,longitude
35734,BOISE          ,USA,ID,43.6187102,-116.2146068
35738,San Felipe,MX,,21.4788756,-101.21588
35741,NORTH BEND     ,USA,OR,43.4065012,-124.2242803
35758,YOPAL,CO,,5.348903,-72.40052299999999
35764,VOLCANO        ,USA,HI,19.4424663,-155.2328714
35771,PEORIA         ,USA,IL,40.6936488,-89.5889864
35803,NAPASKIAK      ,USA,AK,60.70683870000001,-161.7623803
35882,Antalya,TU,,39.956116,32.842107
35898,Kansai,JA,,,
35900,LAKE PURUVESI  ,FI,,61.885336,29.5295572
35920,HONOLULU       ,USA,HI,21.3069444,-157.8583333
35927,"Kenora/Trout Lake, Ontario",CA,,51.2070006,-93.2745302
35939,PANAMA CITY    ,PM,,30.1856027,-85.7255169
35951,VIEQUES        ,,PR,18.1262854,-65.44009849999999
35978,KOTZEBUE       ,USA,AK,66.89833329999999,-162.5966666
35988,CARLOS TEJEDOR ,AR,,-35.3925291,-62.4218791
36026,JAMESTOWN      ,USA,TN,36.4275699,-84.9318919
36027,NIAMEY,NG,,9.0570696,7.461562700000001
36032,MORTON         ,USA,WY,43.2005135,-108.7745643
36037,TRINIDAD       ,BL,,39.7059351,-74.9908093
36055,KING SALMON    ,USA,AK,58.68832510000001,-156.661351
36056,QUINCY         ,USA,IL,39.9356016,-91.4098726
36089,SAN ANTONIO    ,USA,TX,29.4241219,-98.49362819999999
36090,Merseburg,GE,,51.3563278,11.9917462
36091,SAN FRANCISCO  ,USA,CA,37.7749295,-122.4194155
36106,ST. LOUIS      ,USA,MO,38.6270025,-90.19940419999999
36121,SAN MIGUEL IS  ,USA,CA,32.715738,-117.1610838
36123,SEVILLE,SP,,-23.4582462,-46.6192134
36135,CULLMAN        ,USA,AL,34.1748208,-86.8436124
36152,HILLSDALE      ,USA,MI,41.9200472,-84.6305101
36153,Baborigame,MX,,26.4298561,-107.2681623
36156,HONOLULU       ,USA,HI,21.3069444,-157.8583333
36169,KETCHIKAN      ,USA,AK,55.34222219999999,-131.6461111
36176,ANCHORAGE      ,USA,AK,61.2180556,-149.9002778
36204,HUTCHINSON     ,USA,KS,38.0608445,-97.92977429999999
36209,FAYETTEVILLE   ,USA,AR,36.0625795,-94.1574263
36254,BLUE BELL      ,USA,PA,40.1523309,-75.26628900000001
36265,OSAGE BEACH    ,USA,MO,38.1503113,-92.61796210000001
36269,LAS VEGAS      ,USA,NV,36.1699412,-115.1398296
36275,IDAHO CITY     ,USA,ID,43.8285046,-115.8345537
36312,MAHONEY CREEK  ,USA,ID,44.7602777,-114.9586111
36329,LEMONT         ,USA,PA,40.8106175,-77.81833379999999
36352,NIGHTMUTE      ,USA,AK,60.4794444,-164.7238889
36371,Newark,USA,NJ,40.735657,-74.1723667
36381,HOT SPRINGS    ,USA,AR,34.5037004,-93.0551795
36395,DENVER         ,USA,CO,39.7392358,-104.990251
36398,Frankfurt,GE,,38.1305349,-84.848732
36430,LOIZA          ,,PR,18.4329904,-65.87836
36450,Cape Point,SF,,22.9318467,-109.9338931
36490,DEPTFORD       ,USA,NJ,39.8227054,-75.11951069999999
36494,SEATTLE        ,USA,WA,47.6062095,-122.3320708
36508,GRAND CANYON   ,USA,AZ,36.0544445,-112.1401108
36525,LEIGE,BE,,50.6325574,5.5796662
36563,TUSAYAN        ,USA,AZ,35.9735954,-112.1265569
36576,Sucre,BL,FN,,
36596,Mouffy,FR,,47.652129,3.514373
36629,BELVEDERE CTR  ,USA,VT,44.7500487,-72.6912337
36667,Evora,PO,FN,,
36695,"Broome, Australia",AS,,-17.9512214,122.2443272
36774,WESTERLY       ,USA,RI,41.3775987,-71.82728709999999
36775,Eveleth,USA,MN,47.46242789999999,-92.5399063
36779,LOS ANGELES    ,USA,CA,34.0522342,-118.2436849
36788,PORT-AU-PRINCE ,HA,,18.5563585,-72.25996719999999
36794,LAUREL         ,USA,MT,45.6691159,-108.7715328
36796,AREQUIPA       ,PE,,-16.4090474,-71.53745099999999
36909,"Googlong, NSW",AS,,,
36916,MAYAGUEZ       ,,PR,18.2013463,-67.1451517
36917,GRAND ISLAND   ,USA,NE,40.9263957,-98.3420118
36959,LITTLE ROCK    ,USA,AR,34.7464809,-92.28959479999999
36965,KAMUELA        ,USA,HI,20.0230556,-155.6716667
36972,Bosnia,BK,,,
36977,LAS VEGAS      ,USA,NV,36.1699412,-115.1398296
36981,Punta Cana,DR,,18.5820101,-68.40547289999999
36982,TREASURE CAY   ,BF,,,
37008,BOSTON         ,USA,MA,42.3600825,-71.0588801
37009,ABIDJAN        ,ML,,5.3599517,-4.0082563
37011,Greater Manchester,UK,,53.4575955,-2.1578377
37050,Indianapolis,USA,IN,39.768403,-86.158068
37139,BIMINI         ,BF,,25.7332982,-79.2729372
37155,FORT LAUDERDALE,USA,FL,26.1224386,-80.13731740000001
37186,W. CAMERON 617 ,,GM,,
37192,Atlanta,USA,GA,33.7489954,-84.3879824
37195,Vinton,USA,CA,39.80434899999999,-120.1782603
37242,ATLANTA        ,USA,GA,33.7489954,-84.3879824
37266,DYERSBURG      ,USA,TN,36.0345159,-89.38562809999999
37295,LAKE TAHOE     ,USA,CA,39.0968493,-120.0323507
37298,Ipiales,CO,,0.825542,-77.639504
37308,GUADALAJARA    ,MX,,20.6596988,-103.3496092
37323,W.POINT VILLAGE,USA,AK,57.1541139,-170.343107
37325,RED BLUFF      ,USA,CA,40.1784886,-122.2358302
37328,TINIAN         ,CQ,,15.0043455,145.6356577
37364,VERMILION 250  ,,GM,,
37383,DFW AIRPORT    ,USA,TX,32.8998091,-97.0403352
37446,ANDERSON       ,USA,SC,34.5034394,-82.6501332
37464,JACKSON        ,USA,WY,43.4799291,-110.7624282
37475,MAUI           ,USA,HI,20.7983626,-156.3319253
37540,ORLANDO        ,USA,FL,28.5383355,-81.3792365
37548,Brazil,BR,FN,-19.2482526,-42.4527307
37555,Bogota,CO,,4.710988599999999,-74.072092
37574,Saltillo,MX,,25.4267244,-100.9954254
37603,HOULTON        ,USA,ME,46.1261806,-67.8402316
37611,TORTOLA,VG,,18.4334704,-64.63327819999999
37662,LOIZA          ,,PR,18.4329904,-65.87836
37668,POCATELLO      ,USA,ID,42.8713032,-112.4455344
37714,SOUTH ST PAUL  ,USA,MN,44.8759802,-93.0275802
37767,San Antonio,USA,TX,29.4241219,-98.49362819999999
37770,TREASURE CAY   ,BF,,,
37771,DULLES         ,USA,VA,38.9558546,-77.44781929999999
37775,ALBUQERQUE     ,USA,NM,35.0853336,-106.6055534
37783,FT. LAUDERDALE ,USA,FL,26.1224386,-80.13731740000001
37788,Punta Cana,DR,,18.5820101,-68.40547289999999
37800,Parry Sound,CA,ON,45.3473925,-80.03478299999999
37808,LOS ANGELES    ,USA,CA,34.0522342,-118.2436849
37837,DUNCAN TOWN    ,BF,,,
37844,ZHANJIANG,CH,,45.1455224,124.803503
37858,Kokomo,USA,IN,40.486427,-86.13360329999999
37860,"Mission, British Columbia",CA,,49.1329272,-122.3261603
37870,PORT O'CONNOR  ,USA,TX,28.4475898,-96.4053596
37902,YPSILANTI      ,USA,MI,42.2411499,-83.61299389999999
37920,NORTH PLATTE   ,USA,NE,41.1402759,-100.7601454
37934,NORTH EAST     ,USA,PA,42.2156131,-79.8342163
38002,S TIM BLK 198  ,,GM,30.63896939999999,104.054742
38022,BARTER ISLAND  ,USA,AK,70.1266685,-143.663435
38028,DULUTH         ,USA,GA,34.0028786,-84.1446376
38073,Ft. Good Hope,CA,,66.2556759,-128.634021
38102,REDOUBT BAY    ,USA,AK,56.92164889999999,-135.3593465
38111,INDIANAPOLIS   ,USA,IN,39.768403,-86.158068
38217,TAMPICO        ,MX,,22.2331041,-97.861099
38222,Cerro Azul,EC,,-0.92,-91.408
38227,GIBBONSVILLE   ,USA,ID,45.5526306,-113.924619
38229,BOSTON         ,USA,MA,42.3600825,-71.0588801
38236,OKLAHOMA CITY  ,USA,OK,35.4675602,-97.5164276
38263,TESLIN LAKE,CA,BC,59.9132729,-132.3492168
38273,MARTINSVILLE   ,USA,OH,39.3239508,-83.814926
38277,Rome,IT,,41.9027835,12.4963655
38282,Berlin,GE,,39.957697,-77.0338082
38285,San Salvador,ES,,41.6204269,-5.0870986
38306,BALTIMORE      ,USA,MD,39.2903848,-76.6121893
38314,GAINESVILLE    ,USA,FL,29.6516344,-82.32482619999999
38325,ATHENS,GR,,37.983917,23.7293599
38328,EUCEMBUNE      ,AS,,,
38329,SHIP SHOAL 225 ,,GM,,
38365,ILIAMNA        ,USA,AK,59.7547222,-154.9061111
38366,STONY RIVER    ,USA,AK,61.78305559999999,-156.5880556
38369,CHALLIS        ,USA,ID,44.5046445,-114.2317308
38396,HANA           ,USA,HI,20.757508,-155.988407
38397,PORT HEIDEN    ,USA,AK,56.9491667,-158.6269444
38404,ENSENADA       ,MX,,31.8667427,-116.5963713
38422,Birmingham,UK,,52.48624299999999,-1.890401
38442,TALLAHASSEE    ,USA,FL,30.4382559,-84.28073289999999
38475,BOGOTA         ,CO,,4.710988599999999,-74.072092
38478,KENAI          ,USA,AK,60.55444439999999,-151.2583333
38480,Amsterdam,NL,,52.3702157,4.895167900000001
38484,New South Wales,AS,,-33.9720475,151.1443249
38496,ROGERS         ,USA,AR,36.3320196,-94.1185366
38538,BOISE          ,USA,ID,43.6187102,-116.2146068
38546,TUCUTI ,PM,,,
38550,FAIRBANKS      ,USA,AK,64.8377778,-147.7163889
38561,Queensland,AS,,10.3082904,123.9014912
38580,MOZAMBIQUE-SA  ,MZ,,-19.8241066,34.8465799
38581,ANCHORAGE      ,USA,AK,61.2180556,-149.9002778
38584,ASHEVELLE      ,USA,NC,35.5950581,-82.5514869
38587,CHEVAK         ,USA,AK,61.5277778,-165.5863889
38588,SARANAC LAKE   ,USA,NY,44.329496,-74.1312662
38620,MIAMI          ,USA,FL,25.7616798,-80.1917902
38628,ISLA VERDE     ,,PR,18.4421208,-66.02628849999999
38647,Meteropolitana,CI,,-12.0336649,-76.9421563
38675,LITTLE ROCK    ,USA,AR,34.7464809,-92.28959479999999
38691,BISMARCK       ,USA,ND,46.8083268,-100.7837392
38705,AKIAK          ,USA,AK,60.9122222,-161.2138889
38710,ATLANTIC OCEAN ,,AO,-16.9760003,11.6840589
38754,STRATFORD      ,USA,CT,41.18454149999999,-73.1331651
38759,Kuala Lampur,MY,,3.139003,101.686855
38788,ANCHORAGE      ,USA,AK,61.2180556,-149.9002778
38796,LAS ANIMAS     ,USA,CO,38.0666735,-103.222708
38801,LAFAYETTE      ,USA,IN,40.4167022,-86.87528689999999
38840,NUNAPITCHUK    ,USA,AK,60.8969444,-162.4594444
38918,WALLA WALLA    ,USA,WA,46.0645809,-118.3430209
38923,JACKSONVILLE   ,USA,FL,30.3321838,-81.65565099999999
38926,DALLAS         ,USA,TX,32.7766642,-96.79698789999999
38927,CEDAR RAPIDS   ,USA,IA,41.9778795,-91.6656232
38928,Reinhardtsdorf-Schöna,GE,,50.8885675,14.2024274
38963,VIEQUES        ,,PR,18.1262854,-65.44009849999999
38970,STIBNITE       ,USA,ID,44.8982407,-115.3392759
38980,Dannevirke,NZ,,-40.20530530000001,176.1003158
39016,WEST PALM BEACH,USA,FL,26.7153424,-80.0533746
39030,ATLANTIC CITY  ,USA,NJ,39.3642834,-74.4229266
39061,Gurupi,BR,,-11.7283752,-49.0686083
39101,DETROIT        ,USA,MI,42.331427,-83.0457538
39106,ALBUQUERQUE    ,USA,NM,35.0853336,-106.6055534
39121,COPPERHILL     ,USA,TN,34.9889692,-84.3707561
39126,NASHVILLE      ,USA,TN,36.1626638,-86.7816016
39171,Bielefeld,GE,,51.5156642,7.0985447
39232,NIGHTMUTE      ,USA,AK,60.4794444,-164.7238889
39264,TROY           ,USA,AL,31.8087678,-85.969951
39277,ALCOVA         ,USA,WY,42.5521842,-106.7164296
39311,KOTLIK         ,USA,AK,63.03416670000001,-163.5533333
39368,CLEVELAND      ,USA,OH,41.49932,-81.6943605
39415,KEY WEST       ,USA,FL,24.5550593,-81.7799871
39451,JACKSONVILLE   ,USA,FL,30.3321838,-81.65565099999999
39456,BRIDGETOWN     ,BF,,13.1132219,-59.59880889999999
39465,BUCKEYE        ,USA,AZ,33.3703197,-112.5837766
39475,Warsaw,PL,,52.2296756,21.0122287
39519,HICKORY        ,USA,NC,35.7344538,-81.3444573
39525,St. Ferdinand,CA,,46.135077,-71.589165
39558,Casarrubios del Monte,SP,,40.15426950000001,-3.9501508
39562,HIBBING        ,USA,MN,47.42715459999999,-92.9376887
39599,BLOUNTVILLE    ,USA,TN,36.5331586,-82.32680599999999
39617,GUANTANAMO BAY ,CU,,20.011742,-75.12162
39662,NEW BEDFORD    ,USA,MA,41.6362152,-70.93420499999999
39678,NAPLES         ,USA,FL,26.1420358,-81.7948103
39689,KANSAS CITY    ,USA,MO,39.0997265,-94.5785667
39690,Makung Island,TW,,,
39719,ANCHORAGE      ,USA,AK,61.2180556,-149.9002778
39730,NEW YORK       ,USA,NY,40.7127837,-74.0059413
39763,DALLAS         ,USA,TX,32.7766642,-96.79698789999999
39796,JUNEAU         ,USA,AK,58.3019444,-134.4197222
39807,MIAMI          ,USA,FL,25.7616798,-80.1917902
39811,NEWARK         ,USA,NJ,40.735657,-74.1723667
39819,FAJARDO        ,,PR,18.3257869,-65.6523838
39825,CHARLOTTE      ,USA,NC,35.2270869,-80.8431267
39834,Kemble,UK,,51.67479489999999,-2.0191706
39842,JAMAICA        ,USA,NY,40.702677,-73.7889689
39846,CAPE GIRARDEAU ,USA,MO,37.3058839,-89.51814759999999
39850,SEA BRIGHT     ,USA,NJ,40.3614987,-73.9740262
39864,ST. MARY'S     ,USA,AK,62.0530556,-163.1658333
39883,Mussoorie,IN,,30.4599099,78.06639779999999
39912,CHILLICOTHE    ,USA,OH,39.3331197,-82.9824019
39923,HYANNIS        ,USA,NE,42.00054069999999,-101.7618438
39944,NEAR  INYOKERN ,USA,CA,35.6468991,-117.8125674
39965,TUNTUTULIAK    ,USA,AK,60.34305560000001,-162.6630556
39967,Washington,USA,DC,38.9071923,-77.0368707
39980,LAS VEGAS      ,USA,NV,36.1699412,-115.1398296
39997,POLLOCKVILLE   ,USA,NC,35.0059914,-77.2210654
40012,MT. TORBET     ,USA,AK,61.4086111,-152.4130556
40027,MISSOULA       ,USA,MT,46.87871759999999,-113.996586
40096,HARVEY         ,USA,LA,29.9035387,-90.0772944
40117,WASHINGTON     ,USA,DC,38.9071923,-77.0368707
40124,GROTTOES       ,USA,VA,38.2673516,-78.8258584
40152,Juuka,FI,,63.2432771,29.2545883
40159,FILITHEYO      ,MV,,3.2138169,73.03683819999999
40168,LANAI          ,USA,HI,20.8165975,-156.9273193
40181,Veghel,NL,,51.6157885,5.5392399
40211,,IV,,27.8945677,-110.912883
40245,Rumbek,SU,,,
40268,WRANGELL       ,USA,AK,56.4708333,-132.3766666
40274,EC 270,USA,GM,,
40294,,CB,,51.75631079999999,14.3328679
40319,WHITING        ,USA,NJ,39.9543627,-74.378734
40334,CLEVELAND      ,USA,OH,41.49932,-81.6943605
40351,EMMONAK        ,USA,AK,62.77563749999999,-164.5544697
40372,FORT LAUDERDALE,USA,FL,26.1224386,-80.13731740000001
40397,SPOKANE        ,USA,WA,47.6587802,-117.4260466
40404,MONROE         ,USA,WI,42.60111939999999,-89.6384532
40435,"Lagunillas, Jalisco",MX,,20.3411024,-103.9970779
40455,MIAMI          ,USA,FL,25.7616798,-80.1917902
40469,Tangshan,CH,,32.1954569,104.8348851
40477,"Santiago Atittlán, Solola",GT,,14.7666085,-91.17850159999999
40493,HELENA         ,USA,MT,46.5883707,-112.0245054
40512,BELLEVUE       ,USA,NE,41.1543623,-95.9145568
40519,Sao Paulo,BR,,-23.5505199,-46.63330939999999
40542,PINE BLUFF     ,USA,AR,34.2284312,-92.00319549999999
40548,GULF-OF-MEXICO ,,GM,,
40572,BRINKLEY       ,USA,AR,34.8878719,-91.19456880000001
40580,WRANGELL       ,USA,AK,56.4708333,-132.3766666
40595,CHEVAK         ,USA,AK,61.5277778,-165.5863889
40598,NUIQSUT        ,USA,AK,70.2175,-150.9763889
40633,KIRKSVILLE     ,USA,MO,40.19475389999999,-92.5832496
40653,ATLANTA        ,USA,GA,33.7489954,-84.3879824
40677,MT. HOLLY      ,USA,VA,38.0912419,-76.7180157
40694,Kansas City,USA,MO,39.0997265,-94.5785667
40704,SAN FRANCISCO  ,USA,CA,37.7749295,-122.4194155
40730,KEMMERER       ,USA,WY,41.792447,-110.5376692
40768,TOGIAK         ,USA,AK,59.06194439999999,-160.3763889
40777,"Sarayacu, Pastaza",EC,,-1.733333,-77.483333
40800,HUTCHINSON     ,USA,KS,38.0608445,-97.92977429999999
40817,GULF OF MEXICO ,,GM,,
40823,BULCHITNA LAKE ,USA,AK,61.9396552,-150.9373497
40826,PINEVILLE      ,USA,LA,31.3224044,-92.4343035
40829,BAKER          ,USA,OR,44.7748748,-117.8343848
40842,LAS VEGAS      ,USA,NV,36.1699412,-115.1398296
40854,SAN JUANITO    ,MX,,27.9714802,-107.6000639
40880,"Kojonup, Australia",AS,,-33.8334631,117.1590437
40884,ALBANY         ,USA,NY,42.6525793,-73.7562317
40895,LOWER LOON     ,USA,ID,44.80824579999999,-114.8092577
40898,Mindelheim,GE,UN,48.0461744,10.4948841
40901,WHITE MOUNTAIN ,USA,AK,64.6813889,-163.4055556
40910,LOUISVILLE     ,USA,KY,38.2526647,-85.7584557
40912,HUNGRY HORSE   ,USA,MT,48.3857979,-114.060953
40964,CAMERON        ,USA,MO,39.7402801,-94.241057
41005,Pohnpei Island,FM,,6.8921132,158.2146857
41007,ANIAK          ,USA,AK,61.5828109,-159.540714
41028,KASSAN BAY     ,USA,AK,55.5374138,-132.3975144
41031,COUNCIL        ,USA,ID,44.7298876,-116.4381985
41037,GREEN BAY      ,USA,WI,44.51915899999999,-88.019826
41041,GULF OF MEXICO ,,GM,,
41061,STELLA MARIS   ,BF,,,
41069,Goma,CF,,,
41080,QUEENS CANNERY ,USA,AK,57.7852778,-135.0963889
41100,PITTSBURGH     ,USA,PA,40.44062479999999,-79.9958864
41115,CHICAGO        ,USA,IL,41.8781136,-87.6297982
41137,SPOKANE        ,USA,WA,47.6587802,-117.4260466
41157,ELKO           ,USA,NV,40.8324211,-115.7631232
41173,PHOENIX        ,USA,AZ,33.4483771,-112.0740373
41198,SOTO CANO,HO,,,
41213,BURBANK,USA,CA,34.1808392,-118.3089661
41218,WAIKOLOA       ,USA,HI,19.9372484,-155.7910681
41245,Brussels,BE,,50.8503396,4.3517103
41251,COLUMBUS       ,USA,OH,39.9611755,-82.99879419999999
41306,UNIONTOWN,USA,OH,40.9750568,-81.40816730000002
41333,ANCHORAGE      ,USA,AK,61.2180556,-149.9002778
41358,PHOENIX        ,USA,AZ,33.4483771,-112.0740373
41376,LA HABRA       ,USA,CA,33.9319578,-117.9461734
41383,JAMAICA        ,USA,NY,40.702677,-73.7889689
41400,PUCHONG MALAYSI,MY,,3.0327152,101.618802
41442,MORAN          ,SP,,-23.5526444,-46.7745172
41454,Khartoum,SU,,15.8411111,32.9522222
41468,HANA           ,USA,HI,20.757508,-155.988407
41492,ORLANDO        ,USA,FL,28.5383355,-81.3792365
41495,NURNBERG/GERF,GE,,49.45203,11.07675
41513,BARROW         ,USA,AK,71.29055559999999,-156.7886111
41548,ISLA VERDE     ,,PR,18.4421208,-66.02628849999999
41551,Prince Edward,CA,,44.0005049,-77.25058849999999
41572,KOBLENZ        ,GE,,50.3569429,7.5889959
41581,YPSILANTI      ,USA,MI,42.2411499,-83.61299389999999
41582,CINCINNATI     ,USA,OH,39.1031182,-84.5120196
41602,ROCK SPRINGS   ,USA,WY,41.58746439999999,-109.2029043
41615,MOSINEE        ,USA,WI,44.7930232,-89.70317840000001
41642,Inshas,EG,,30.3865299,31.4436753
41653,DEADHORSE      ,USA,AK,70.20019959999999,-148.4597191
41654,ANIAK          ,USA,AK,61.5828109,-159.540714
41673,AUBURN         ,USA,AL,32.6098566,-85.48078249999999
41676,NAPLES         ,IT,,40.8517746,14.2681244
41698,MIAMI          ,USA,FL,25.7616798,-80.1917902
41745,Guam,,PO,13.444304,144.793731
41773,PORT GRAHAM    ,USA,AK,59.3513889,-151.8297222
41787,EAST MORICHES  ,USA,NY,40.8050989,-72.7609336
41795,POLLOCK PINES  ,USA,CA,38.7612923,-120.5865935
41868,COVINGTON      ,USA,KY,39.0836712,-84.5085536
41894,Santo Domingo,EC,,-0.2389045,-79.17742679999999
41903,HELENA         ,USA,MT,46.5883707,-112.0245054
41904,DEADHORSE      ,USA,AK,70.20019959999999,-148.4597191
41937,HANALEI        ,USA,HI,22.2033221,-159.4977455
41938,GEORGETOWN     ,USA,CO,39.70609839999999,-105.6975041
41941,ANIAK          ,USA,AK,61.5828109,-159.540714
41959,LONDON         ,UK,,51.5073509,-0.1277583
41960,SPOKANE        ,USA,WA,47.6587802,-117.4260466
41967,BURLINGTON     ,USA,CO,39.3061082,-102.2693563
41979,KELOWNA        ,CA,,49.8879519,-119.4960106
41981,LOS ANGELES    ,USA,CA,34.0522342,-118.2436849
42008,CHICAGO        ,USA,IL,41.8781136,-87.6297982
42022,Nurnberg,GE,,5.6160606,-0.2485335
42030,GUSTAVUS       ,USA,AK,58.4133333,-135.7369444
42034,OKLAHOMA CITY  ,USA,OK,35.4675602,-97.5164276
42036,DULCE          ,USA,NM,36.9336211,-106.9989265
42048,PERDE BAY      ,USA,AK,,
42052,ERIE           ,USA,PA,42.12922409999999,-80.085059
42070,ST. LOUIS      ,USA,MO,38.6270025,-90.19940419999999
42115,,BC,,53.7266683,-127.6476206
42120,KOTZEBUE       ,USA,AK,66.89833329999999,-162.5966666
42123,Helsinki,FI,,60.16985569999999,24.938379
42124,BUGA,CO,,3.9005079,-76.30218889999999
42207,ALLENDALE      ,USA,SC,33.0079345,-81.3084405
42212,ATLANTA        ,USA,GA,33.7489954,-84.3879824
42228,Palencia,SP,,42.0096857,-4.5288016
42237,GREEN ISLAND   ,USA,AK,60.2640768,-147.4246628
42267,MOMBOSA        ,KE,,-4.0434771,39.6682065
42269,KODIAK         ,USA,AK,57.79000000000001,-152.4072222
42275,Cambridge,UK,,52.205337,0.121817
42278,BURNS          ,USA,OR,43.5862606,-119.0541032
42308,REGGIO CALABRIA,IT,,38.1113006,15.6472914
42356,Powell River BC,CA,,49.8352352,-124.5247062
42374,MARION         ,USA,NC,35.6840131,-82.00927449999999
42387,BETHEL         ,USA,AK,60.7922222,-161.7558333
42412,PORT HEIDEN    ,USA,AK,56.9491667,-158.6269444
42421,ATLANTA        ,USA,GA,33.7489954,-84.3879824
42424,SEATTLE        ,USA,WA,47.6062095,-122.3320708
42446,NEWARK         ,USA,NJ,40.735657,-74.1723667
42485,POINT HOPE     ,USA,AK,68.3477778,-166.8080556
42503,LAS VEGAS      ,USA,NV,36.1699412,-115.1398296
42539,NEAR KLAWOCK   ,USA,AK,55.5522222,-133.0958333
42544,Santa Catarina Ixtahuacan,GT,,14.8035141,-91.3638041
42553,BISMARCK       ,USA,ND,46.8083268,-100.7837392
42557,BURGERSFORT,SF,,37.7749295,-122.4194155
42588,CHICAGO        ,USA,IL,41.8781136,-87.6297982
42609,PETERSBURG     ,USA,AK,56.8125,-132.9555556
42616,Buenos Aires,AR,,-34.6036844,-58.3815591
42627,COVINGTON      ,USA,KY,39.0836712,-84.5085536
42641,RANCHO SANTA YN,MX,,,
42659,KETCHIKAN      ,USA,AK,55.34222219999999,-131.6461111
42663,NAKNEK         ,USA,AK,58.72833329999999,-157.0138889
42674,ALMOSA         ,USA,CO,37.4694491,-105.8700214
42690,FLUSHING       ,USA,NY,40.7674987,-73.833079
42705,"Bourke , Australia",AS,,,
42737,DOUALA,CM,,4.0510564,9.7678687
42758,Memphis ,USA,TN,35.1495343,-90.0489801
42806,NEWARK         ,USA,NJ,40.735657,-74.1723667
42817,"Vancouver, BC",CA,,49.2827291,-123.1207375
42820,MIXCOLAJA      ,GT,,,
42836,GLARUS         ,SZ,,47.0411232,9.0679
42849,LIHUE          ,USA,HI,21.9811111,-159.3711111
42866,PARKLAND       ,USA,FL,26.3107774,-80.25322489999999
42891,COLUMBUS       ,USA,OH,39.9611755,-82.99879419999999
42915,WESTERLY       ,USA,RI,41.3775987,-71.82728709999999
42936,MILWAUKEE      ,USA,WI,43.0389025,-87.9064736
42957,CHICAGO        ,USA,IL,41.8781136,-87.6297982
42959,Den Helder,NL,,52.95628079999999,4.7607972
42971,MEMPHIS        ,USA,TN,35.1495343,-90.0489801
42977,KING SALMON    ,USA,AK,58.68832510000001,-156.661351
43004,NAVEGANTES,BR,,-26.8947924,-48.6550692
43005,WASHINGTON     ,USA,DC,38.9071923,-77.0368707
43035,BRIDGEPORT     ,USA,CT,41.1865478,-73.19517669999999
43114,NEAR NIGHTMUTE ,USA,AK,60.4794444,-164.7238889
43117,Santiago de Compostela,SP,,-22.9813082,-46.550219
43152,CHANTILLY      ,USA,VA,38.8942786,-77.43109919999999
43157,Bar Harbor,USA,ME,44.3876119,-68.2039123
43172,Eelde,NL,,53.1288551,6.5875667
43183,Providence,USA,RI,41.8239891,-71.4128343
43189,FISH LAKE VALLE,USA,NV,37.7965971,-118.0092709
43193,BELLE CHASSE   ,USA,LA,29.8549287,-89.99062529999999
43204,SCAMMON BAY    ,USA,AK,61.84277780000001,-165.5816667
43213,NIKOLAI        ,USA,AK,63.01333330000001,-154.375
43253,HELENA         ,USA,MT,46.5883707,-112.0245054
43277,KELLY AFB      ,USA,TX,29.3872438,-98.6009502
