,ev_city,ev_country,ev_state,latitude,longitude
8127,Moscow,RS,,55.755826,37.6173
8134,WAIPIO VALLEY  ,USA,HI,20.1114625,-155.5950498
8152,DOSSENHEIM     ,GE,,49.4483389,8.673254
8156,EKUK           ,USA,AK,58.8122145,-158.5606263
8159,ATLANTIC OCEAN ,,AO,-16.9760003,11.6840589
8198,WEDRON         ,USA,IL,41.4361548,-88.7734493
8246,SANTA YSABEL   ,USA,CA,33.1091684,-116.673794
8280,DENVER         ,USA,CO,39.7392358,-104.990251
8305,MEMPHIS        ,USA,TN,35.1495343,-90.0489801
8312,STEBBINS       ,USA,AK,63.4636144,-162.2656399
8316,Zurich,SZ,,47.2226601,8.751896
8363,MISSOULA       ,USA,MT,46.87871759999999,-113.996586
8367,BLOCK 651A     ,,GM,40.7635371,-73.97224779999999
8371,Tokyo,JA,,35.7873195,139.6583222
8377,FRESNO         ,USA,CA,36.7468422,-119.7725868
8378,Polvaredas,AR,,-35.5930731,-59.507091
8381,Jakarta,ID,,-6.2087634,106.845599
8383,BLOUNTVILLE    ,USA,TN,36.5331586,-82.32680599999999
8437,GLEN CANYON    ,USA,UT,36.86443209999999,-111.5879381
8439,PORT O'CONNOR  ,USA,TX,28.4475898,-96.4053596
8440,ATLANTA,USA,GA,33.7489954,-84.3879824
8464,WEST DELTA 105 ,,GM,,
8491,Douala,CM,,4.0510564,9.7678687
8516,LAHAINA        ,USA,HI,20.8783333,-156.6825
8517,SOUTH MARSH 113,,GM,42.7047916,-112.0153352
8559,FRIDAY HARBOR  ,USA,WA,48.5342662,-123.0171242
8566,TETERBORO      ,USA,NJ,40.8598219,-74.0593075
8629,NAPPANEE       ,USA,IN,41.4428253,-86.00138749999999
8637,FORT YUKON     ,USA,AK,66.56734999999999,-145.2513402
8658,FLAGSTAFF      ,USA,AZ,35.1982836,-111.651302
8672,VIENNA         ,USA,MO,38.1867085,-91.94711199999999
8685,TUBA CITY      ,USA,AZ,36.1349928,-111.2398625
8695,PHOENIX        ,USA,AZ,33.4483771,-112.0740373
8696,GOLD BEACH     ,USA,OR,42.4073334,-124.421774
8769,SILVERDALE     ,USA,WA,47.6445386,-122.6948697
8777,SKAGWAY        ,USA,AK,59.45833329999999,-135.3138889
8786,MONOGHAN       ,USA,PA,40.1277252,-76.9527836
8796,"Taipei, Taiwan R.O.C.",TW,,25.0329694,121.5654177
8822,SLEETMUTE      ,USA,AK,61.7025,-157.1697222
8898,Johannesburg,,,-26.2041028,28.0473051
8912,ALBUQUERQUE    ,USA,NM,35.0853336,-106.6055534
8946,SAGINAW        ,USA,TX,32.8601275,-97.3639068
8967,ANIMAS         ,USA,NM,31.9496748,-108.8067046
8978,Malaga,SP,,-23.4816157,-46.7780451
8990,EAGLE PASS     ,USA,TX,28.7091433,-100.4995214
9083,Apoquindo,CI,,,
9123,GASPORT        ,USA,NY,43.1992244,-78.5761394
9159,BILLINGS       ,USA,MT,45.7832856,-108.5006904
9160,KIANA          ,USA,AK,66.97058609999999,-160.4397436
9204,PORTLAND       ,USA,OR,45.5230622,-122.6764816
9207,BRYCE CANYON   ,USA,UT,37.6283161,-112.1676947
9217,AUSTRIA        ,AU,,47.3191926,9.9858329
9247,SAN FRANCISCO  ,USA,CA,37.7749295,-122.4194155
9258,CODY           ,USA,WY,44.52634219999999,-109.0565308
9290,E CAMERON BLK 2,,GM,,
9314,PARIS-GONESSE,FR,,48.9864492,2.4495573
9317,Palencia,GT,,14.6672532,-90.3583606
9339,LEXINGTON      ,USA,KY,38.0405837,-84.5037164
9360,TALKEETNA      ,USA,AK,62.32090460000001,-150.1066221
9374,NASSAU         ,BF,,30.6794477,-81.9651863
9385,GABORONE,BC,,-24.652554,25.8877339
9421,SILICA         ,USA,KS,38.347198,-98.4607319
9425,NEW ROADS      ,USA,LA,30.7015741,-91.4362242
9428,KING SALMON    ,USA,AK,58.68832510000001,-156.661351
9434,TAOS           ,USA,NM,36.4072485,-105.5730665
9464,DES MOINES     ,USA,IA,41.6005448,-93.6091064
9503,Sulmona,IT,,42.0481782,13.9289304
9536,Steinfeld,GE,,,
9545,Huesca,SP,,42.131845,-0.4078058
9603,Amman,JO,,31.9565783,35.9456951
9609,UNIVERSITY PARK,USA,PA,40.8147955,-77.86531260000001
9631,CHADRON        ,USA,NE,42.8294187,-102.9999069
9657,SYRACUSE       ,USA,NY,43.0481221,-76.14742439999999
9666,Bryce,USA,UT,37.6728463,-112.1572562
9674,MT MCKINLEY VIL,USA,AK,,
9680,GRAND ISLAND   ,USA,NE,40.9263957,-98.3420118
9689,Murcia,SP,,-23.5768342,-46.57255780000001
9701,Dijon Longvic,FR,,47.29320449999999,5.0568499
9730,MEMPHIS        ,USA,TN,35.1495343,-90.0489801
9735,Memphis,USA,TN,35.1495343,-90.0489801
9743,WILLISTON      ,USA,ND,48.1469683,-103.6179745
9755,LOIZA          ,,PR,18.4329904,-65.87836
9761,SAN DIEGO      ,USA,CA,32.715738,-117.1610838
9810,CASPER         ,USA,WY,42.866632,-106.313081
9846,DENVER         ,USA,CO,39.7392358,-104.990251
9857,GARNETT        ,USA,KS,38.2805772,-95.24191920000001
9871,GAMBELL        ,USA,AK,63.77972219999999,-171.7411111
9884,NAGOYA         ,JA,,35.1162757,136.8522702
9904,GUATEMALA CITY ,GT,,14.6349149,-90.5068824
9909,Santa Juana,CI,,,
9921,Quito,EC,,-0.1806532,-78.4678382
9958,Envira,BR,,-7.4382645,-70.0286988
9960,SAN JUAN       ,,PR,18.4655394,-66.1057355
9976,Azevedo,BR,,-23.5416277,-46.5709362
9995,Milan,IT,,45.4654219,9.1859243
10030,HAGERSTOWN     ,USA,IN,39.9111576,-85.1616315
10058,Mexico City,MX,,19.4326077,-99.133208
10086,SYDNY,AS,,-33.9720475,151.1443249
10097,"Lencois, Bahia",BR,,-12.5617279,-41.3898761
10128,NORTH LAS VEGAS,USA,NV,36.1988592,-115.1175013
10144,GALVESTON      ,USA,TX,29.3013479,-94.7976958
10154,MCGRATH        ,USA,AK,62.9532043,-155.5959922
10159,Buenos Aires,AR,,-34.6036844,-58.3815591
10161,BEAVER         ,USA,WV,37.7476157,-81.1423203
10183,KODIAK         ,USA,AK,57.79000000000001,-152.4072222
10190,ANCORAGE       ,USA,AK,61.2180556,-149.9002778
10226,KANSAS CITY    ,USA,MO,39.0997265,-94.5785667
10235,RUBY           ,USA,AK,64.7394444,-155.4869444
10247,KIEL-HOLTENAU  ,GE,,54.3232927,10.1227652
10275,COATESVILLE    ,USA,PA,39.9831616,-75.8238355
10278,GLENNALLEN     ,USA,AK,62.1097214,-145.557302
10279,SEATTLE        ,USA,WA,47.6062095,-122.3320708
10289,Solola,GT,,14.7666085,-91.17850159999999
10293,CASCADE        ,USA,ID,44.51628210000001,-116.0417983
10294,SALMON         ,USA,ID,45.1757547,-113.8959008
10336,BISMARCK       ,USA,ND,46.8083268,-100.7837392
10343,PLATTSBURGH    ,USA,NY,44.6994873,-73.4529124
10346,San Juan,USA,PR,36.0110958,-106.0849392
10368,ATLANTA        ,USA,GA,33.7489954,-84.3879824
10376,AKRON          ,USA,NY,43.0208924,-78.4953015
10380,SAN JUAN       ,,PR,18.4655394,-66.1057355
10385,MANTA          ,EC,,-0.9676533,-80.7089101
10406,Madrid,SP,,-22.7349114,-47.1697091
10412,Tecpan,GT,,14.7558344,-90.9868468
10421,SAUK VILLAGE   ,USA,IL,41.4883685,-87.5675414
10428,DENVER         ,USA,CO,39.7392358,-104.990251
10454,HOOVER DAM,USA,AZ,36.0159621,-114.737482
10455,Machiques,VE,,10.0605329,-72.5500596
10480,Kabul,AF,,34.5553494,69.207486
10482,Memphis,USA,TN,35.1495343,-90.0489801
10524,Moixent,SP,,,
10530,Paris,FR,,48.856614,2.3522219
10544,San Luis Potosi,MX,,22.1564699,-100.9855409
10581,Baie-Comeau,CA,QC,49.2212971,-68.1503944
10585,APPLETON       ,USA,WI,44.2619309,-88.41538469999999
10587,AMBER BAY      ,USA,AK,56.8221192,-157.3870266
10620,BURNS          ,USA,OR,43.5862606,-119.0541032
10621,St. Louis,USA,MO,38.6270025,-90.19940419999999
10644,BISHOP         ,USA,CA,37.3614238,-118.3996636
10665,TAOS           ,USA,NM,36.4072485,-105.5730665
10721,SANTA ROSA ISL ,USA,CA,33.9773487,-120.0896313
10725,Prince George,CA,,53.9170641,-122.7496693
10741,AUSTIN         ,USA,NV,39.49257009999999,-117.0672356
10783,URUAPAN        ,MX,,19.4064492,-102.0430476
10793,MIAZAL         ,EC,,,
10797,DFW AIRPORT    ,USA,TX,32.8998091,-97.0403352
10803,Panama City,PM,,30.1856027,-85.7255169
10846,Newquay,UK,,50.41549699999999,-5.073719
10926,ATLANTA,USA,GA,33.7489954,-84.3879824
10930,TWO MOON BAY   ,USA,AK,60.7601713,-146.5565939
10947,Subic Bay,RP,,,
10963,ROCK SPRINGS   ,USA,WY,41.58746439999999,-109.2029043
10985,PUNTILLA LAKE  ,USA,AK,62.08738869999999,-152.7311158
11016,MANCHESTER     ,USA,NH,42.9956397,-71.4547891
11019,DILLON         ,USA,MT,45.21663239999999,-112.6389244
11023,BERING RIVER   ,USA,AK,60.26636,-144.1452935
11033,Meranges,SP,,,
11068,DENVER         ,USA,CO,39.7392358,-104.990251
11131,Rio Sidra,PM,,,
11153,Guipuzcoa,SP,,,
11161,CROOKED CREEK  ,USA,AK,61.86999999999999,-158.1108333
11177,"Cafasse, Torino",IT,,45.2451345,7.5180642
11221,Medan,ID,,3.5951956,98.6722227
11235,VOLCANO        ,USA,HI,19.4424663,-155.2328714
11262,BOSTON         ,USA,MA,42.3600825,-71.0588801
11269,Eberebruum,GE,,,
11277,BANJUL         ,GA,,32.1656221,-82.9000751
11278,Shreveport,USA,LA,32.5251516,-93.7501789
11315,42NM ESE OF YAK,USA,AK,,
11316,Libreville,GB,,0.4161976,9.4672676
11318,SAN JUAN       ,,PR,18.4655394,-66.1057355
11348,Lausanne,SZ,,46.5196535,6.6322734
11353,"Langara Lodge, BC, Canada",CA,,54.2343086,-133.0205328
11365,SCAMMON BAY    ,USA,AK,61.84277780000001,-165.5816667
11370,MASON CITY     ,USA,IA,43.1535728,-93.20103669999999
11381,CAMERON        ,USA,LA,29.79772119999999,-93.3251535
11409,BRAINERD       ,USA,MN,46.3526733,-94.2020084
11433,KONGIGANAK     ,USA,AK,59.95985940000001,-162.8902926
11450,MCCOOK         ,USA,NE,40.1966701,-100.6248741
11458,TANZANIA       ,SU,,,
11479,Celaya,MX,,20.5279612,-100.8112885
11489,HOMER          ,USA,AK,59.64250000000001,-151.5483333
11505,GT. HARBOUR CAY,BF,,,
11519,,SZ,,-26.522503,31.465866
11526,CROOKED CREEK  ,USA,AK,61.86999999999999,-158.1108333
11534,Coupar Angus,UK,,56.547918,-3.265548
11537,ATLANTIC OCEAN ,,AO,-16.9760003,11.6840589
11542,SAN JUAN       ,,PR,18.4655394,-66.1057355
11551,MOUNTAIN SPRING,USA,NV,38.3438339,-115.3761352
11583,Las Bocas,MX,,26.5813888,-109.3280555
11598,Nashville,USA,TN,36.1626638,-86.7816016
11617,WINDSOR LOCKS  ,USA,CT,41.9242917,-72.6454469
11693,SCAMMON BAY    ,USA,AK,61.84277780000001,-165.5816667
11752,MOOSE CREEK    ,USA,ID,48.08341739999999,-116.8073123
11753,New Delhi,IN,,28.6139391,77.2090212
11764,LEBEC          ,USA,CA,34.8416435,-118.8648189
11765,LOS ANGELES    ,USA,CA,34.0522342,-118.2436849
11775,PERU           ,USA,IL,41.3275349,-89.1289728
11779,TAMPA          ,USA,FL,27.950575,-82.4571776
11869,CHAMPAGNE      ,USA,IL,40.1164204,-88.2433829
11878,Grammatikos,GR,,38.2031194,23.9632194
11901,ST THOMAS      ,,VI,18.335361,-64.95340089999999
11973,ANCHORAGE      ,USA,AK,61.2180556,-149.9002778
11982,Houston,USA,TX,29.7604267,-95.3698028
11987,NORTH CANTON   ,USA,OH,40.875891,-81.4023356
11988,COVINGTON      ,USA,KY,39.0836712,-84.5085536
11990,Himeville,SF,,37.7749295,-122.4194155
11991,High Island 138,USA,GM,,
11993,"Madang, Papua New Guinea",PP,,-5.2218841,145.7856324
12001,Dillingham,USA,AK,59.03972219999999,-158.4575
12009,NASHVILLE      ,USA,TN,36.1626638,-86.7816016
12011,VAN,TU,,23.472962,111.320542
12023,HEALY          ,USA,AK,63.8697384,-149.0215109
12027,Georgetown,GY,,6.8012793,-58.1551255
12041,Guayaquil,EC,,-2.1709979,-79.9223592
12048,COVINGTON      ,USA,KY,39.0836712,-84.5085536
12121,ENGLEWOOD      ,USA,CO,39.6477653,-104.9877597
12180,MARION         ,USA,IL,37.7306054,-88.9331256
12187,BARROW         ,USA,AK,71.29055559999999,-156.7886111
12198,MOULTONBORO    ,USA,NH,43.7683422,-71.3867082
12245,TYLER          ,USA,TX,32.3512601,-95.30106239999999
12268,MISSION        ,USA,KS,39.0277832,-94.6557914
12274,,PK,,30.375321,69.34511599999999
12289,BIRMINGHAM     ,USA,AL,33.5206608,-86.80248999999999
12337,SAINT MARY'S   ,USA,AK,62.0530556,-163.1658333
12354,Commune de Brethencourt,FR,,50.13797599999999,3.431503
12355,EUGENE IS. 193 ,,GM,44.0520691,-123.0867536
12357,CHESTERFIELD   ,USA,NH,42.9030941,-72.44948480000001
12382,PRINCETON      ,USA,MO,40.4008426,-93.5804988
12395,SODA SPRINGS   ,USA,ID,42.6543652,-111.6046687
12406,JAMAICA        ,USA,NY,40.702677,-73.7889689
12421,ELK CITY       ,USA,ID,45.8268527,-115.4367941
12437,Las Vegas,USA,NV,36.1699412,-115.1398296
12450,MOUNT BALDY    ,USA,ID,43.4390827,-111.5743999
12452,LACONIA        ,USA,NH,43.5278546,-71.4703509
12467,COOPER LANDING ,USA,AK,60.48999999999999,-149.8341667
12499,PORTLAND       ,USA,OR,45.5230622,-122.6764816
12572,CHEVAK         ,USA,AK,61.5277778,-165.5863889
12577,SAIPAN         ,,PO,15.177801,145.750967
12589,Jacksonville,USA,FL,30.3321838,-81.65565099999999
12593,ORLANDO        ,USA,FL,28.5383355,-81.3792365
12595,LAKE BUTLER    ,USA,FL,30.0227391,-82.33955739999999
12635,CORTEZ         ,USA,CO,37.3488827,-108.5859265
12664,ANDYTOWN       ,USA,FL,26.14502,-80.45427699999999
12692,Speichersdorf,GE,,49.8711746,11.7756389
12696,LITTLE DELTA RV,USA,AK,,
12728,Kulusuk,GL,,65.56809009999999,-37.1873002
12812,ASPEN          ,USA,CO,39.1910983,-106.8175387
12827,HONOLULU       ,USA,HI,21.3069444,-157.8583333
12855,ISTANBUL       ,TU,,39.953029,32.6977169
12891,CHENEGA BAY    ,USA,AK,60.1003059,-147.9448419
12898,ARUSHA,TZ,,-3.3869254,36.6829927
12899,RUSSIAN MISSION,USA,AK,61.785,-161.3202778
12904,"Powys, Wales, United Kingdom",UK,,52.6464249,-3.3260904
12906,LA VERTIENTE   ,BL,,-12.1030155,-76.9494881
12920,ATLANTA        ,USA,GA,33.7489954,-84.3879824
12922,Quepos,CS,,,
12935,Managua,NU,,12.1149926,-86.2361744
12936,Alderney,UK,,50.751255,-1.9363321
12940,Bishopton,UK,,55.90862199999999,-4.504519999999999
12941,PALACIOS       ,USA,TX,28.7080461,-96.217467
12953,CAPE TOWN  ,SF,,-34.049292,18.612855
12980,WEST PALM BEACH,USA,FL,26.7153424,-80.0533746
12985,GALVESTON      ,USA,TX,29.3013479,-94.7976958
13003,MISSOULA       ,USA,MT,46.87871759999999,-113.996586
13008,OOSTEND        ,BE,,51.21543,2.928656
13044,POLACCA        ,USA,AZ,35.8366716,-110.3815198
13071,Lawa Antino,NS,,,
13073,FORT LAUDERDALE,USA,FL,26.1224386,-80.13731740000001
13100,LUBBOCK        ,USA,TX,33.5778631,-101.8551665
13101,MARSHFIELD     ,USA,WI,44.6688524,-90.1717987
13156,HAYS           ,USA,KS,38.8791783,-99.3267702
13211,AKIACHAK       ,USA,AK,60.9094444,-161.4313889
13212,TOLUCA         ,MX,,19.2826098,-99.6556653
13227,Toluca,MX,,19.2826098,-99.6556653
13260,Istra,RS,,,
13262,"Baindoang, PNG",PP,,,
13268,YOUNGSTOWN     ,USA,OH,41.0997803,-80.6495194
13282,ROCKFORD       ,USA,IL,42.2711311,-89.0939952
13295,PORT-AU-PRINCE ,HA,,18.5563585,-72.25996719999999
13306,Geneva,SZ,,46.2040897,6.147462099999999
13310,ONTARIO        ,USA,CA,34.0633443,-117.6508876
13333,INDIANAPOLIS   ,USA,IN,39.768403,-86.158068
13403,KEARNS         ,USA,UT,40.6599468,-111.9963275
13429,COLUMBIA       ,USA,MO,38.9517053,-92.3340724
13446,Montreux,SZ,,46.4312213,6.9106799
13449,NEWNAN         ,USA,GA,33.3806716,-84.79965729999999
13469,ST. BARTHELEMY ,WN,,42.9903686,1.5421309
13500,ARDMORE        ,USA,OK,34.1742611,-97.14362539999999
13516,PLEDGER        ,USA,TX,29.18307,-95.9086426
13526,JINAN          ,CH,,35.5944056,110.9810532
13551,LORIENT,FR,,47.7482524,-3.3702449
13554,6NM SSE WRANGEL,USA,AK,,
13577,Half Moon Bay,CA,,37.4635519,-122.4285862
13590,CASTLE ROCK    ,USA,WA,46.275111,-122.9076141
13599,Baborigame,MX,,26.4298561,-107.2681623
13606,Terengganu,MY,,5.3116916,103.1324154
13620,Aceh,ID,,4.695135,96.7493993
13646,ANAHEIM        ,USA,CA,33.8352932,-117.9145036
13668,SEATTLE        ,USA,WA,47.6062095,-122.3320708
13678,ST LOUIS       ,USA,MO,38.6270025,-90.19940419999999
13688,NASSAU         ,BF,,30.6794477,-81.9651863
13696,TANANA         ,USA,AK,65.1719444,-152.0788889
13725,NEW BOSTON     ,USA,TX,33.4598415,-94.4154787
13743,AVON           ,USA,CT,41.8096201,-72.8305154
13745,KONGIGANAK     ,USA,AK,59.95985940000001,-162.8902926
13748,Milan,IT,,45.4654219,9.1859243
13759,BREVIG MISSION ,USA,AK,65.3347222,-166.4891667
13764,SPRINGFIELD    ,USA,MO,37.2089572,-93.29229889999999
13765,PANACA         ,USA,NV,37.7891056,-114.3846527
13768,LA RAMONA      ,DR,,31.0648499,-93.2553602
13777,HONOLULU,USA,HI,21.3069444,-157.8583333
13778,Denver,USA,CO,39.7392358,-104.990251
13785,ATLANTA        ,USA,GA,33.7489954,-84.3879824
13796,NEWARK         ,USA,NJ,40.735657,-74.1723667
13799,Samedan,SZ,,46.4388267,9.8712089
13849,MARJAN,SA,,24.01,44.94
13856,MOORINGSPORT   ,USA,LA,32.6876455,-93.96101499999999
13858,HOUSTON        ,USA,TX,29.7604267,-95.3698028
13877,KAKAP,IM,,,
13885,CHARLESTON     ,USA,SC,32.7764749,-79.93105120000001
13889,CONCORD        ,USA,NH,43.2081366,-71.5375718
13920,BARTER ISLAND  ,USA,AK,70.1266685,-143.663435
13941,Goodland,USA,KS,39.350833,-101.7101722
13949,MORGANTON      ,USA,NC,35.7454071,-81.6848188
13956,SALT LAKE CITY ,USA,UT,40.7607793,-111.8910474
13971,PACIFIC OCEAN  ,,PO,22.2335141,114.1695457
13973,DAUPHIN ISLAND ,USA,AL,30.2542565,-88.1124155
13987,MIAMI          ,USA,FL,25.7616798,-80.1917902
13989,Nova Lima,BR,,-19.9930478,-43.84855659999999
14003,Sochi,RS,,43.60280789999999,39.7341543
14004,Andratx,SP,,39.5744273,2.4202537
14016,KETCHIKAN      ,USA,AK,55.34222219999999,-131.6461111
14037,PORTAGE CREEK  ,USA,AK,58.9061111,-157.7175
14064,BHARU,MY,,5.3539857,100.2096441
14092,YOSEMITE NATION,USA,CA,37.8651011,-119.5383294
14108,MANAPOURI      ,NZ,,-45.5664514,167.6088222
14136,Nadi,FJ,,-17.7765356,177.4356227
14152,PHILADELPHIA   ,USA,PA,39.9525839,-75.1652215
14172,CHALLAO        ,AR,,-32.8666644,-68.9222606
14201,Bohusovice nad Ohri,USA,FN,,
14223,QUINHAGAK      ,USA,AK,59.7488889,-161.9158333
14229,Colonia,UY,,-34.1498616,-57.4627259
14248,BEAVER VILLAGE ,USA,AK,66.3594444,-147.3963889
14272,BLACK MOUNTAIN ,USA,NV,36.0160193,-114.9783837
14277,LONG BEACH     ,USA,CA,33.7700504,-118.1937395
14290,DEL RIO        ,USA,TX,29.3708857,-100.8958674
14295,ALMA           ,USA,GA,31.5393701,-82.4623557
14304,PHILADELPHIA   ,USA,PA,39.9525839,-75.1652215
14325,SHIPSHOAL 295  ,,GM,,
14361,GLENNALLEN     ,USA,AK,62.1097214,-145.557302
14378,CLEVELAND      ,USA,OH,41.49932,-81.6943605
14389,ABIDJAN        ,IV,,5.313065,-4.0041909
14399,Grenchen,SZ,,47.1922876,7.3958907
14418,ATLANTA        ,USA,GA,33.7489954,-84.3879824
14426,SALT LAKE CITY ,USA,UT,40.7607793,-111.8910474
14469,LEADVILLE      ,USA,CO,39.2508229,-106.2925238
14481,MEMPHIS        ,USA,TN,35.1495343,-90.0489801
14501,LONGVIEW       ,USA,TX,32.5007037,-94.74048909999999
14513,Mattawa,CA,,46.31748,-78.702193
14531,Cozumel,MX,,20.4229839,-86.9223432
14571,SANDY          ,USA,UT,40.5649781,-111.8389726
14580,ST. LOUIS      ,USA,MO,38.6270025,-90.19940419999999
14584,Newport,UK,,51.584151,-2.997664
14607,NASSAU         ,BF,,30.6794477,-81.9651863
14610,Seosan,KS,,39.011902,-98.4842465
14630,Libourne,FR,,44.91299799999999,-0.243985
14644,PASEO LAS PALMA,CS,,39.6177881,16.6374778
14702,Albuquerque,USA,NM,35.0853336,-106.6055534
14734,PANAMA CITY    ,USA,FL,30.1588129,-85.6602058
14790,GLACIER        ,USA,WA,48.8901226,-121.9457016
14793,WALES          ,USA,AK,65.6091667,-168.0875
14796,LIME VILLAGE   ,USA,AK,61.3563889,-155.4355555
14818,Barcelona,VE,,10.1445691,-64.67768
14835,PORT ALSWORTH  ,USA,AK,60.20249999999999,-154.3127778
14861,DFW AIRPORT    ,USA,TX,32.8998091,-97.0403352
14881,SPOKANE        ,USA,WA,47.6587802,-117.4260466
14894,TELLER         ,USA,AK,65.26361109999999,-166.3608333
14915,GREENWOOD      ,USA,MS,33.5162315,-90.1795281
14959,ASPEN CREEK    ,USA,AK,62.3066904,-148.1721314
14981,TANNERSVILLE   ,USA,NY,42.1956438,-74.13375080000002
14988,UGANIK PASS    ,USA,AK,57.8102778,-153.2947222
15020,OGDEN          ,USA,UT,41.223,-111.9738304
15025,Uljin Airport,KS,,39.011902,-98.4842465
15035,EMMONAK        ,USA,AK,62.77563749999999,-164.5544697
15049,BRIDGEPORT     ,USA,CA,38.2557045,-119.2313932
15061,WAIMEA         ,USA,HI,20.0230556,-155.6716667
15069,Arteaga,MX,,25.4546718,-100.850791
15098,MINNEAPOLIS    ,USA,MN,44.977753,-93.2650108
15120,NASSAU         ,BF,,30.6794477,-81.9651863
15134,Molinicos,SP,,38.4663699,-2.2405913
15168,FLORIDANA      ,USA,FL,27.9457482,-80.49977369999999
15208,PORTLAND       ,USA,OR,45.5230622,-122.6764816
15221,PHILADELPHIA   ,USA,PA,39.9525839,-75.1652215
15231,MEXICAN HAT    ,USA,UT,37.151946,-109.8670664
15235,NORTH HAVEN    ,USA,ME,44.132383,-68.875304
15237,Montevideo,UY,,-34.9011127,-56.16453139999999
15245,CUERNAVACA     ,MX,,18.9242095,-99.22156590000002
15247,ALMONT         ,USA,MI,42.92058420000001,-83.0449347
15251,EPPING ESSEX   ,RS,,43.0342266,-71.1591566
15282,HAYDEN         ,USA,CO,40.4894302,-107.2636842
15291,Charlotte,USA,NC,35.2270869,-80.8431267
15312,Roma,AS,,-34.6284822,-58.5214952
15320,BASALT         ,USA,CO,39.36887309999999,-107.0328241
15325,PHOENIX        ,USA,AZ,33.4483771,-112.0740373
15359,Baotou,CH,,31.3192565,121.5385311
15373,Le Touguet,FR,,50.521276,1.590675
15376,BOSTON         ,USA,MA,42.3600825,-71.0588801
15381,TAFT           ,USA,CA,35.1424671,-119.4565078
15390,BARCELONA,SP,,-23.6221281,-46.5523766
15419,KONGIKANK      ,USA,AK,59.95985940000001,-162.8902926
15427,Dallas,USA,TX,32.7766642,-96.79698789999999
15429,Cayo Province,BH,,,
15435,La Crete,CA,,58.187466,-116.4069991
15456,GOLOVIN        ,USA,AK,64.5433333,-163.0291667
15466,GROSSENHAIN,GE,,51.2912275,13.531304
15475,Emäsalo,FI,,60.26522599999999,25.6205533
15484,CHEFORNAK      ,USA,AK,60.16,-164.2658333
15519,,USA,AK,64.2008413,-149.4936733
15535,CONCORD        ,USA,CA,37.9779776,-122.0310733
15537,PUERTO PLATA   ,DR,,19.7807686,-70.6871091
15546,Tepic,MX,,21.5041651,-104.8945887
15570,TREASURE CAY,BF,,,
15597,MT COOK,NZ,,-43.9105155,170.1221376
15644,Guatemala City,GT,FN,14.6349149,-90.5068824
15670,SAO TOME ISLAND,AO,,0.2602568,6.621061099999999
15717,LANAI          ,USA,HI,20.8165975,-156.9273193
15722,CABINDA        ,AO,,-5.570573899999999,12.197583
15727,Cajamarca,CO,,4.441792,-75.426844
15728,Hyeres,FR,,43.120541,6.128639
15735,QUEPOS,CS,,,
15746,UKIAH          ,USA,CA,39.1501709,-123.2077831
15762,TETLIN         ,USA,AK,63.1372222,-142.5161111
15770,RAWLINS        ,USA,WY,41.7910697,-107.2386627
15781,FLUSHING       ,USA,NY,40.7674987,-73.833079
15794,Cheshire,UK,,53.203376,-2.927308
15813,WALTON         ,USA,OR,44.0306767,-123.5853798
15820,GANDER,CA,,48.954408,-54.6103488
15850,Valencia,VE,,10.1579312,-67.9972104
15867,OXFORD,UK,,51.7520209,-1.2577263
15915,Poptun,GT,,16.3279338,-89.4221967
15921,Saint Mamet,FR,,42.78297999999999,0.6023200000000001
15925,CHURCH FENTON  ,UK,,53.82509599999999,-1.221017
15926,TUCSON         ,USA,AZ,32.2217429,-110.926479
15938,"Bathurst, Australia",AS,,-33.4176529,149.5810314
15965,AMPORT,UK,,51.19767580000001,-1.5650194
15970,ABERDEEN       ,USA,SD,45.4646985,-98.4864829
15976,FRESNO         ,USA,CA,36.7468422,-119.7725868
15987,PHOENIX        ,USA,AZ,33.4483771,-112.0740373
15999,,JM,,18.109581,-77.297508
16010,DUTCH HARBOR   ,USA,AK,53.88980000000001,-166.5422
16011,SIOUX FALLS    ,USA,SD,43.5445959,-96.73110340000001
16027,Luxembourg,LU,,49.61162100000001,6.1319346
16039,TULSA          ,USA,OK,36.1539816,-95.99277500000001
16063,Mazamitla,MX,,19.9165757,-103.0212924
16080,SHANGHAI       ,CH,,34.0848366,115.3243971
16091,"HALAWA,MOLOKAI ",USA,HI,21.1597222,-156.7422221
16104,DENVER         ,USA,CO,39.7392358,-104.990251
16123,QUETZALTENANGO ,GT,,14.8520705,-91.5305465
16130,ST. VINCENT    ,SP,,7.2508087,80.3460699
16132,ARCADIA        ,USA,FL,27.2158826,-81.8584164
16135,,HK,,22.396428,114.109497
16141,St Louis,USA,MO,38.6270025,-90.19940419999999
16144,AUSTIN         ,USA,TX,30.267153,-97.7430608
16154,SANTA ANA      ,USA,CA,33.7455731,-117.8678338
16184,WINTHROP       ,USA,WA,48.4779232,-120.1861956
16209,Yverdon,SZ,,46.7784736,6.641183
16213,INNSBRUCK,AU,,47.0203769,11.4359803
16264,RICHMOND       ,USA,VA,37.5407246,-77.4360481
16299,Guipuzcoa,SP,,,
16310,CONCEPCION     ,AR,,-28.6833305,-65.40000150000002
16331,BEMIDJI        ,USA,MN,47.4875361,-94.8858492
16336,PORTLAND       ,USA,ME,43.66147100000001,-70.2553259
16346,AUSTIN         ,USA,TX,30.267153,-97.7430608
16374,SABINE PASS    ,USA,TX,29.7335518,-93.89433269999999
